time (s),Mass (g),HRR (kW/m2),Exhaust MFR (g/s),O2 (vol),CO2 (vol),CO (vol),ksmoke (1/m)
957.00,37.401,335.8,NaN,20.04609299,0.811999977,0.008,0.009
958.00,37.211,332.3,NaN,20.04043388,0.813000023,0.002,0.009
959.00,36.981,343.7,NaN,20.03894806,0.81400001,0.007,0.005
960.00,36.771,345.8,NaN,20.0359745,0.814999998,0.004,0.001
961.00,36.591,328.9,NaN,20.03544617,0.816999972,0.015,0.008
962.00,36.341,331.0,NaN,20.03492546,0.819000006,0.009,0.007
963.00,36.201,333.0,NaN,20.03539276,0.82099998,0.01,0.009
964.00,35.981,338.4,NaN,20.03333092,0.823000014,0.006,0.004
965.00,35.731,342.8,NaN,20.0262394,0.824000001,0.013,0.006
966.00,35.641,344.6,NaN,20.02547073,0.825999975,0.007,0.015
967.00,35.411,346.0,NaN,20.02489471,0.825999975,0,0.005
968.00,35.201,350.6,NaN,20.02306938,0.825999975,0,0.009
969.00,34.991,343.8,NaN,20.02180862,0.825999975,0.014,0.006
970.00,34.801,343.5,NaN,20.02458954,0.824999988,0.018999999,0.007
971.00,34.581,341.3,NaN,20.02939987,0.824000001,0.02,0.007
972.00,34.411,338.6,NaN,20.03281403,0.823000014,0.014,0.003
973.00,34.181,338.5,NaN,20.03606224,0.822000027,0.01,-0.002
974.00,34.011,336.4,NaN,20.03557968,0.822000027,0.001,-0.006
975.00,33.871,337.1,NaN,20.03886986,0.822000027,0.006,-0.004
976.00,33.671,339.9,NaN,20.0374012,0.822000027,0.011,-0.001
977.00,33.420,329.5,NaN,20.03487396,0.823000014,0.014,-0.007
978.00,33.250,334.9,NaN,20.03389168,0.824000001,0.009,0.002
979.00,33.020,332.5,NaN,20.03494453,0.824000001,0.015,0.005
980.00,32.800,336.1,NaN,20.03215981,0.824000001,0.011,0.005
981.00,32.710,337.8,NaN,20.03239441,0.824999988,0.009,0.004
982.00,32.500,337.3,NaN,20.03345299,0.825999975,0.013,0.002
983.00,32.200,347.2,NaN,20.03422165,0.827000022,0.004,0.002
984.00,32.030,334.0,NaN,20.02970886,0.827000022,0.003,0.001
985.00,31.830,340.1,NaN,20.02947998,0.827000022,0.003,0.004
986.00,31.660,342.6,NaN,20.02947998,0.828000009,0.017000001,0.004
987.00,31.410,334.8,NaN,20.03124428,0.829999983,0.017000001,0.003
988.00,31.280,335.1,NaN,20.02650642,0.832000017,0.003,0.012
989.00,31.050,343.2,NaN,20.02343178,0.833999991,0.006,0.000
990.00,30.850,346.8,NaN,20.01397896,0.834999979,0.017000001,-0.002
991.00,30.710,345.1,NaN,20.01198196,0.834999979,0.013,0.009
992.00,30.500,348.5,NaN,20.01415062,0.833999991,0.008,0.008
993.00,30.350,341.8,NaN,20.01770782,0.833000004,0.013,0.009
994.00,30.130,341.5,NaN,20.01971245,0.832000017,0,0.008
995.00,29.950,340.1,NaN,20.02249718,0.833000004,0.002,0.005
996.00,29.660,339.8,NaN,20.02828979,0.836000025,0.008,0.006
997.00,29.570,339.0,NaN,20.02563286,0.838999987,0.008,0.010
998.00,29.280,342.3,NaN,20.01985741,0.842000008,0.001,0.004
999.00,29.080,342.1,NaN,20.01564407,0.845000029,0,0.007
1000.00,28.900,354.0,NaN,20.00800896,0.846000016,0.008,0.004
1001.00,28.710,349.4,NaN,20.00612068,0.846000016,0.007,0.002
1002.00,28.520,338.8,NaN,20.00699043,0.846000016,0.005,0.010
1003.00,28.300,341.4,NaN,20.01131058,0.846000016,0.01,-0.003
1004.00,28.130,343.4,NaN,20.01855659,0.846000016,0.015,0.000
1005.00,27.929,342.8,NaN,20.01826096,0.845000029,0.012,0.009
1006.00,27.669,336.5,NaN,20.02316284,0.845000029,0.003,0.004
1007.00,27.509,334.4,NaN,20.02257729,0.845000029,0.001,0.004
1008.00,27.339,342.4,NaN,20.02250481,0.847000003,0.013,0.000
1009.00,27.059,337.5,NaN,20.0179882,0.847000003,0.017999999,0.008
1010.00,26.939,341.0,NaN,20.01651573,0.848999977,0.017999999,0.001
1011.00,26.779,339.7,NaN,20.01711273,0.850000024,0.008,0.007
1012.00,26.559,348.0,NaN,20.01621056,0.850000024,0.006,0.001
1013.00,26.329,348.8,NaN,20.01374054,0.848999977,0.009,-0.003
1014.00,26.179,340.8,NaN,20.01022339,0.848999977,0.014,-0.002
1015.00,25.969,339.8,NaN,20.01164818,0.850000024,0.008,0.000
1016.00,25.669,350.8,NaN,20.01336861,0.851999998,0.004,0.003
1017.00,25.529,353.1,NaN,20.01261139,0.852999985,0.002,0.001
1018.00,25.279,355.1,NaN,20.00471878,0.855000019,0.009,0.001
1019.00,25.069,340.8,NaN,20.00180626,0.856000006,0.003,0.011
1020.00,24.869,337.1,NaN,20.00019455,0.856999993,0.004,0.001
1021.00,24.689,344.9,NaN,19.99871635,0.85799998,0.001,0.007
1022.00,24.449,346.8,NaN,19.99728584,0.859000027,0.012,-0.002
1023.00,24.229,347.2,NaN,19.99728584,0.860000014,0.013,0.000
1024.00,24.079,353.0,NaN,19.99245834,0.860000014,0.001,0.001
1025.00,23.869,348.8,NaN,19.99515724,0.859000027,0.004,0.003
1026.00,23.689,346.1,NaN,19.99652672,0.85799998,0.001,0.001
1027.00,23.489,353.6,NaN,19.99974442,0.856999993,0.002,0.002
1028.00,23.299,344.5,NaN,20.00233841,0.856000006,0.011,-0.003
1029.00,23.049,339.3,NaN,20.00451279,0.856000006,0.009,0.002
1030.00,22.849,346.0,NaN,20.00665855,0.856000006,0.008,-0.004
1031.00,22.589,345.8,NaN,20.00580978,0.856000006,0.005,0.000
1032.00,22.478,350.6,NaN,20.00868988,0.856999993,0.004,0.005
1033.00,22.248,355.7,NaN,20.00694656,0.85799998,0.005,-0.002
1034.00,22.078,348.2,NaN,20.00598717,0.856999993,0.015,-0.001
1035.00,21.858,349.3,NaN,20.00379372,0.85799998,0.009,0.000
1036.00,21.608,346.2,NaN,20.0005703,0.85799998,0.015,0.001
1037.00,21.418,345.8,NaN,19.99687767,0.859000027,0.007,0.000
1038.00,21.268,351.5,NaN,19.99762535,0.859000027,0.004,-0.001
1039.00,20.968,342.1,NaN,19.99684715,0.860000014,0.006,-0.001
1040.00,20.708,346.6,NaN,19.99865532,0.861000001,0.009,-0.001
1041.00,20.578,348.0,NaN,19.99745178,0.862999976,0.016000001,-0.002
1042.00,20.388,355.6,NaN,19.99435997,0.86500001,0.014,0.000
1043.00,20.228,356.2,NaN,19.98927307,0.865999997,0.001,0.000
1044.00,19.968,351.7,NaN,19.98927498,0.866999984,0.004,0.002
1045.00,19.718,357.0,NaN,19.98758316,0.867999971,0.001,-0.002
1046.00,19.558,357.0,NaN,19.98647308,0.867999971,0.006,0.006
1047.00,19.398,351.1,NaN,19.99126434,0.869000018,0.001,0.001
1048.00,19.218,347.4,NaN,19.99163437,0.870000005,0.001,0.003
1049.00,19.028,359.5,NaN,19.99110222,0.870999992,0.007,0.012
1050.00,18.798,367.8,NaN,19.98571205,0.871999979,0.009,0.003
1051.00,18.598,358.0,NaN,19.98346519,0.873000026,0.003,0.002
1052.00,18.338,354.6,NaN,19.98122978,0.873000026,0.004,0.011
1053.00,18.168,348.7,NaN,19.98410797,0.873000026,0.009,0.007
1054.00,17.988,352.3,NaN,19.98457718,0.873000026,0,0.004
1055.00,17.748,350.5,NaN,19.98589325,0.873000026,0.008,0.003
1056.00,17.528,343.8,NaN,19.98713875,0.871999979,0.006,0.000
1057.00,17.328,349.6,NaN,19.98748207,0.871999979,0,-0.004
1058.00,17.138,347.5,NaN,19.99230576,0.870999992,0.001,0.004
1059.00,16.877,351.5,NaN,19.99331474,0.870000005,0.002,0.003
1060.00,16.727,344.8,NaN,19.99306488,0.870000005,0,0.001
1061.00,16.497,333.0,NaN,19.99468613,0.871999979,0.011,0.005
1062.00,16.347,346.9,NaN,19.99111938,0.874000013,0.015,0.002
1063.00,16.077,351.7,NaN,19.98689651,0.875999987,0.016000001,0.002
1064.00,15.917,360.2,NaN,19.98091125,0.879000008,0.016000001,0.002
1065.00,15.667,364.4,NaN,19.97609711,0.883000016,0.02,-0.001
1066.00,15.427,361.4,NaN,19.97250366,0.885999978,0.021,0.001
1067.00,15.247,361.9,NaN,19.96678352,0.888000011,0.017000001,-0.004
1068.00,15.117,364.8,NaN,19.96111298,0.888999999,0.012,-0.002
1069.00,14.817,361.9,NaN,19.95934486,0.888999999,0.007,0.005
1070.00,14.637,359.9,NaN,19.96284294,0.889999986,0.006,0.002
1071.00,14.377,374.0,NaN,19.96286774,0.889999986,0.004,0.001
1072.00,14.267,365.1,NaN,19.96340179,0.890999973,0.011,-0.002
1073.00,14.017,357.6,NaN,19.96253395,0.893999994,0.027000001,-0.001
1074.00,13.737,355.1,NaN,19.95883179,0.897000015,0.022,-0.002
1075.00,13.567,368.2,NaN,19.95452499,0.898999989,0.001,-0.005
1076.00,13.307,361.1,NaN,19.94944191,0.899999976,0.002,-0.002
1077.00,13.157,357.1,NaN,19.94661331,0.901000023,0.004,0.002
1078.00,12.937,363.6,NaN,19.94721985,0.901000023,0.008,-0.002
1079.00,12.667,363.6,NaN,19.95062065,0.901000023,0.006,0.002
1080.00,12.537,370.4,NaN,19.95213699,0.90200001,0.013,-0.003
1081.00,12.267,368.5,NaN,19.95000458,0.90200001,0.014,-0.001
1082.00,12.087,366.0,NaN,19.94993591,0.901000023,0.001,0.000
1083.00,11.887,360.5,NaN,19.95185089,0.899999976,0.006,0.000
1084.00,11.747,358.5,NaN,19.95567322,0.899999976,0.003,0.002
1085.00,11.466,360.5,NaN,19.96041679,0.899999976,0.016000001,0.004
1086.00,11.296,350.9,NaN,19.958498,0.901000023,0.005,0.007
1087.00,11.046,365.5,NaN,19.95697975,0.903999984,0.003,0.004
1088.00,10.786,363.0,NaN,19.95322609,0.907999992,0.005,-0.004
1089.00,10.576,372.8,NaN,19.94609451,0.908999979,0.01,-0.003
1090.00,10.406,365.2,NaN,19.94157028,0.910000026,0.005,-0.006
1091.00,10.076,357.4,NaN,19.94149017,0.911000013,0.005,0.000
1092.00,9.966,364.6,NaN,19.94390106,0.912,0.012,0.003
1093.00,9.696,367.3,NaN,19.94617271,0.915000021,0.008,0.008
1094.00,9.456,378.3,NaN,19.94380188,0.916999996,0.003,0.000
1095.00,9.246,368.1,NaN,19.93682289,0.917999983,0.005,-0.007
1096.00,9.036,375.5,NaN,19.93523026,0.920000017,0.016000001,0.003
1097.00,8.816,362.3,NaN,19.93325424,0.922999978,0.015,0.012
1098.00,8.516,370.9,NaN,19.93190575,0.925000012,0,0.001
1099.00,8.346,380.1,NaN,19.9283886,0.925999999,0.007,0.001
1100.00,8.176,367.8,NaN,19.92698097,0.926999986,0.013,-0.003
1101.00,7.986,376.3,NaN,19.92606354,0.92900002,0.015,-0.004
1102.00,7.736,376.4,NaN,19.92139626,0.930999994,0.018999999,0.000
1103.00,7.476,384.0,NaN,19.91760635,0.934000015,0.012,0.004
1104.00,7.276,377.7,NaN,19.91222,0.935000002,0.015,-0.006
1105.00,7.136,382.0,NaN,19.90891266,0.936999977,0.013,-0.002
1106.00,6.886,391.9,NaN,19.90439987,0.936999977,0.004,0.002
1107.00,6.666,377.9,NaN,19.90342903,0.936999977,0,0.000
1108.00,6.486,379.3,NaN,19.90445518,0.936999977,0.003,0.005
1109.00,6.346,385.6,NaN,19.90509796,0.938000023,0.011,0.007
1110.00,6.046,389.5,NaN,19.90246582,0.93900001,0.009,0.006
1111.00,5.775,381.1,NaN,19.89796066,0.938000023,0.017999999,0.002
1112.00,5.645,384.5,NaN,19.89887619,0.936999977,0.012,0.006
1113.00,5.445,390.0,NaN,19.9017334,0.935000002,0.007,0.001
1114.00,5.275,378.5,NaN,19.90466499,0.931999981,0.012,0.005
1115.00,5.125,385.6,NaN,19.91233635,0.927999973,0.011,-0.002
1116.00,4.915,370.9,NaN,19.91943932,0.916000009,0.006,0.007
1117.00,4.805,388.3,NaN,19.92724228,0.898000002,0.002,0.000
1118.00,4.555,377.5,NaN,19.93168068,0.887000024,0,0.001
1119.00,4.335,368.6,NaN,19.94498825,0.882000029,0.01,0.001
1120.00,4.245,370.1,NaN,19.9582119,0.879000008,0.013,0.000
1121.00,4.065,356.5,NaN,19.96905708,0.866999984,0.015,0.001
1122.00,3.835,360.8,NaN,19.97466087,0.856000006,0.012,0.001
1123.00,3.685,353.2,NaN,19.97958374,0.843999982,0.01,0.005
1124.00,3.525,352.0,NaN,19.9928093,0.827000022,0.016000001,0.012
1125.00,3.385,348.1,NaN,20.00441742,0.815999985,0.013,0.002
1126.00,3.275,340.4,NaN,20.01528168,0.805000007,0.013,0.001
1127.00,3.125,334.1,NaN,20.02788353,0.79400003,0.011,0.007
1128.00,2.905,333.8,NaN,20.03993988,0.782000005,0.006,-0.003
1129.00,2.785,327.5,NaN,20.05401421,0.772000015,0.001,0.002
1130.00,2.725,326.8,NaN,20.06616974,0.760999978,0.002,0.001
1131.00,2.545,323.0,NaN,20.07987785,0.741999984,0.002,0.001
1132.00,2.545,325.4,NaN,20.09101295,0.723999977,0.008,0.008
1133.00,2.385,309.2,NaN,20.1013546,0.70599997,0.003,0.002
1134.00,2.235,306.3,NaN,20.11826324,0.680999994,0.004,0.008
1135.00,2.115,294.2,NaN,20.13829041,0.663999975,0.007,0.003
1136.00,2.005,290.4,NaN,20.16194725,0.653999984,0.006,0.000
1137.00,1.935,282.1,NaN,20.17809868,0.643000007,0.003,0.003
1138.00,1.755,277.8,NaN,20.19510078,0.633000016,0.012,0.006
1139.00,1.645,266.1,NaN,20.21264458,0.623000026,0.015,0.001
1140.00,1.575,266.9,NaN,20.22918892,0.600000024,0.002,-0.001
1141.00,1.475,263.4,NaN,20.24237823,0.589999974,0.007,0.000
1142.00,1.365,254.4,NaN,20.2579155,0.579999983,0.01,0.010
1143.00,1.265,248.9,NaN,20.27248383,0.561999977,0.01,0.002
1144.00,1.205,239.2,NaN,20.29025841,0.552999973,0.007,0.011
1145.00,1.125,238.4,NaN,20.3056221,0.536000013,0.002,-0.004
1146.00,1.065,234.6,NaN,20.31894493,0.526000023,0,0.003
1147.00,0.965,226.8,NaN,20.32448578,0.515999973,0.004,0.003
1148.00,0.875,225.5,NaN,20.33968163,0.499000013,0.003,0.002
1149.00,0.785,217.5,NaN,20.35342026,0.481999993,0.021,0.016
1150.00,0.745,214.5,NaN,20.36786079,0.467000008,0.018999999,0.011
1151.00,0.715,203.8,NaN,20.38206291,0.456,0.012,0.002
1152.00,0.635,199.7,NaN,20.39614105,0.439999998,0.001,-0.004
1153.00,0.535,195.9,NaN,20.41107941,0.425000012,0.001,-0.002
1154.00,0.525,186.8,NaN,20.42632866,0.414999992,0.002,0.000
1155.00,0.474,182.9,NaN,20.44329643,0.398999989,0.001,0.009
1156.00,0.414,174.0,NaN,20.45639801,0.384000003,0.006,0.005
1157.00,0.374,167.9,NaN,20.47614479,0.367000014,0.001,0.002
1158.00,0.374,158.9,NaN,20.49082565,0.35800001,0.003,0.009
1159.00,0.334,153.8,NaN,20.50673485,0.342000008,0.006,0.015
1160.00,0.304,149.8,NaN,20.5226059,0.333000004,0.003,0.007
1161.00,0.294,145.0,NaN,20.53378487,0.317999989,0.011,0.006
1162.00,0.254,140.0,NaN,20.54662895,0.308999985,0.007,0.005
1163.00,0.244,133.3,NaN,20.55643845,0.300000012,0.003,0.010
1164.00,0.154,128.2,NaN,20.57124901,0.291000009,0.002,0.005
1165.00,0.154,124.0,NaN,20.58333206,0.275999993,0.01,0.001
1166.00,0.104,115.9,NaN,20.59719467,0.26699999,0.014,0.010
1167.00,0.104,113.6,NaN,20.60936165,0.257999986,0.01,0.014
1168.00,0.054,107.9,NaN,20.61726952,0.248999998,0.01,0.007
1169.00,0.094,103.6,NaN,20.62834549,0.240999997,0.005,0.014
1170.00,0.084,99.5,NaN,20.63973236,0.231999993,0.011,0.007
1171.00,-0.016,95.3,NaN,20.64862061,0.224000007,0.004,0.008
1172.00,0.014,92.0,NaN,20.65874481,0.215000004,0.021,0.009
1173.00,0.044,87.3,NaN,20.66687393,0.207000002,0.011,0.007
1174.00,0.004,84.8,NaN,20.67541504,0.197999999,0.002,0.002
1175.00,-0.036,81.5,NaN,20.68292999,0.194999993,0.003,0.012
1176.00,-0.056,78.3,NaN,20.68987846,0.187000006,0.014,0.011
1177.00,-0.016,74.6,NaN,20.69720078,0.178000003,0.007,0.019
1178.00,-0.056,71.2,NaN,20.70499229,0.170000002,0.01,0.040
1179.00,-0.046,67.4,NaN,20.71278763,0.166999996,0.003,0.021
1180.00,-0.116,65.0,NaN,20.72104263,0.158999994,0.017000001,0.016
1181.00,-0.066,62.0,NaN,20.72682381,0.150999993,0.013,0.008
1182.00,-0.046,59.0,NaN,20.73385239,0.142000005,0.01,0.010
1183.00,-0.066,55.2,NaN,20.73978424,0.138999999,0.007,0.006
1184.00,-0.036,51.1,NaN,20.74781609,0.133000001,0.003,0.004
1185.00,-0.056,47.3,NaN,20.75593948,0.128000006,0,0.006
1186.00,-0.056,44.6,NaN,20.76418686,0.125,0,0.006
1187.00,-0.036,42.9,NaN,20.77049065,0.116999999,0.001,0.005
1188.00,-0.086,39.0,NaN,20.7746315,0.114,0.002,0.007
1189.00,-0.086,35.8,NaN,20.78160095,0.112000003,0.001,0.004
1190.00,0.054,35.5,NaN,20.78876495,0.108000003,0.009,0.007
1191.00,0.144,35.2,NaN,20.7900753,0.105999999,0.009,0.011
1192.00,0.044,33.6,NaN,20.79031372,0.103,0.011,0.008
1193.00,0.094,32.9,NaN,20.79354668,0.100000001,0.012,0.005
1194.00,0.124,32.9,NaN,20.79530907,0.097999997,0.011,0.006
1195.00,0.134,31.7,NaN,20.79618263,0.094999999,0.007,0.008
1196.00,0.114,30.8,NaN,20.79777718,0.093999997,0.01,0.003
1197.00,0.094,30.6,NaN,20.79969215,0.090999998,0.011,0.003
1198.00,0.104,29.2,NaN,20.80015564,0.089000002,0.02,0.008
1199.00,0.104,27.6,NaN,20.803339,0.086999997,0.014,0.006
1200.00,0.094,28.1,NaN,20.80583,0.085000001,0.006,0.008
1201.00,0.094,26.8,NaN,20.80524445,0.082999997,0.012,0.005
1202.00,0.094,26.7,NaN,20.80742645,0.082000002,0.012,0.005
1203.00,0.044,26.1,NaN,20.80857086,0.079999998,0.016000001,0.002
1204.00,0.064,25.1,NaN,20.80981255,0.079000004,0.01,0.000
1205.00,0.044,25.0,NaN,20.81188393,0.078000002,0.018999999,0.011
1206.00,0.054,24.2,NaN,20.81223488,0.077,0.014,0.010
1207.00,0.054,23.8,NaN,20.81376266,0.075000003,0.016000001,-0.001
1208.00,0.064,23.7,NaN,20.81475067,0.074000001,0.011,-0.002
1209.00,0.054,21.5,NaN,20.81471634,0.071999997,0,0.003
1210.00,0.084,21.9,NaN,20.81924248,0.071000002,0.003,0.000
1211.00,0.084,22.3,NaN,20.81857491,0.068999998,0.008,0.002
1212.00,0.094,23.2,NaN,20.81773186,0.068000004,0.008,0.003
1213.00,0.064,22.3,NaN,20.81620979,0.068000004,0.004,0.003
1214.00,0.084,21.9,NaN,20.81742096,0.066,0.004,0.005
1215.00,0.084,20.8,NaN,20.81876945,0.064999998,0.011,0.004
1216.00,0.114,19.2,NaN,20.82121849,0.064999998,0.012,0.004
1217.00,0.114,18.0,NaN,20.82424355,0.064000003,0.012,0.001
1218.00,0.124,18.9,NaN,20.82689285,0.063000001,0.012,0.001
1219.00,0.114,18.9,NaN,20.82481575,0.061999999,0.003,-0.001
1220.00,0.104,19.2,NaN,20.82491684,0.061000001,0.012,-0.001
1221.00,0.104,17.7,NaN,20.82483292,0.059999999,0.001,-0.001
1222.00,0.104,18.2,NaN,20.82771492,0.059999999,0.002,0.001
1223.00,0.134,17.6,NaN,20.82658958,0.059,0.006,0.006
1224.00,0.124,16.9,NaN,20.82778931,0.059,0.003,0.000
1225.00,0.134,17.3,NaN,20.82928467,0.057999998,0.011,0.003
1226.00,0.124,16.2,NaN,20.82846451,0.057,0.002,0.004
1227.00,0.134,16.7,NaN,20.83050537,0.057,0.004,0.004
1228.00,0.114,15.8,NaN,20.82953262,0.056000002,0.01,0.003
1229.00,0.114,15.5,NaN,20.83131981,0.056000002,0.02,0.002
1230.00,0.144,15.7,NaN,20.83200836,0.056000002,0.022,0.003
1231.00,0.104,15.3,NaN,20.83143044,0.055,0.017000001,0.007
1232.00,0.124,14.9,NaN,20.8324337,0.055,0.014,-0.006
1233.00,0.134,14.9,NaN,20.83297157,0.055,0.008,-0.009
1234.00,0.114,13.5,NaN,20.83329391,0.054000001,0.001,-0.006
1235.00,0.104,13.2,NaN,20.83590317,0.054000001,0.001,-0.002
1236.00,0.104,13.3,NaN,20.83672333,0.052999999,0.003,-0.007
1237.00,0.124,14.3,NaN,20.83638954,0.052999999,0.013,-0.002
1238.00,0.124,14.8,NaN,20.834589,0.052999999,0.015,0.004
1239.00,0.104,15.5,NaN,20.83370399,0.052000001,0.013,-0.006
1240.00,0.134,15.5,NaN,20.83218765,0.052000001,0.008,-0.006
1241.00,0.114,15.7,NaN,20.83231354,0.052000001,0.017000001,-0.004
1242.00,0.114,15.1,NaN,20.83155441,0.052000001,0.007,-0.004
1243.00,0.144,15.7,NaN,20.83277512,0.050999999,0.001,-0.002
1244.00,0.134,16.3,NaN,20.83201218,0.050999999,0.003,0.000
1245.00,0.114,14.5,NaN,20.8306694,0.050000001,0.005,0.004
1246.00,0.144,14.0,NaN,20.83436394,0.050000001,0.011,-0.002
1247.00,0.134,13.6,NaN,20.8351593,0.050000001,0,0.005
1248.00,0.124,12.6,NaN,20.83612251,0.048999999,0.001,0.003
1249.00,0.124,12.3,NaN,20.83770752,0.048999999,0.006,-0.007
1250.00,0.144,10.9,NaN,20.83876801,0.048999999,0.005,0.001
1251.00,0.154,13.6,NaN,20.8415432,0.048999999,0.004,-0.003
1252.00,0.164,12.8,NaN,20.83596611,0.048999999,0.004,-0.005
1253.00,0.154,14.0,NaN,20.83762932,0.048,0.002,0.000
1254.00,0.134,14.1,NaN,20.83552551,0.048,0.017999999,-0.002
1255.00,0.134,14.1,NaN,20.83534431,0.048999999,0.022,-0.002
1256.00,0.134,13.4,NaN,20.83496475,0.048999999,0.012,0.002
1257.00,0.124,14.5,NaN,20.8365078,0.048,0.005,-0.007
1258.00,0.124,13.4,NaN,20.83442879,0.048,0.009,-0.005
1259.00,0.114,12.6,NaN,20.83666801,0.048,0.02,-0.009
1260.00,0.144,13.5,NaN,20.83794594,0.048,0.004,0.002
1261.00,0.104,14.8,NaN,20.8366375,0.048,0,0.005
1262.00,0.094,14.5,NaN,20.83382034,0.048,0,-0.004
1263.00,0.094,14.8,NaN,20.83420563,0.048,0.006,-0.009
1264.00,0.104,14.8,NaN,20.83348656,0.048,0.014,-0.006
1265.00,0.114,14.5,NaN,20.83329964,0.048,0.026000001,-0.006
1266.00,0.104,15.8,NaN,20.83432579,0.048,0.02,-0.007
1267.00,0.104,15.8,NaN,20.83168793,0.048,0.014,-0.005
1268.00,0.114,15.7,NaN,20.83186913,0.048,0.02,-0.002
1269.00,0.114,14.1,NaN,20.83226013,0.048,0.007,-0.006
1270.00,0.104,12.7,NaN,20.83517838,0.046999998,0.002,-0.004
1271.00,0.084,11.0,NaN,20.8376255,0.046999998,0.004,-0.005
1272.00,0.084,10.4,NaN,20.8413868,0.046999998,0.006,-0.010
1273.00,0.084,10.9,NaN,20.84260368,0.046999998,0.008,-0.007
1274.00,0.074,10.4,NaN,20.84163475,0.046999998,0.01,0.000
1275.00,0.124,10.4,NaN,20.84254265,0.046999998,0.025,-0.008
1276.00,0.134,11.7,NaN,20.84261703,0.046999998,0.009,0.000
1277.00,0.114,12.3,NaN,20.83992958,0.046,0.004,-0.006
1278.00,0.094,12.3,NaN,20.83884048,0.046,0.008,-0.013
1279.00,0.094,12.7,NaN,20.83884621,0.046,0.011,-0.007
1280.00,0.124,12.7,NaN,20.83780098,0.046,0.017999999,-0.010
